Tracking No.,Date,Site,Rep,Unfiltered_TN_ugL,Filtered_NOx_ugL,Filtered_NHx_ugL,Unfiltered_TP_ ugL,Filtered_OP_ugL,TSS_mgL,fecal_coliform_colonies_per100mL
DF20221019SW,10/19/22,P53,1,973,6,25,248,3,36,1165
DF20221019SW,10/19/22,P53,2,968,5,25,253,3,37,5215
DF20221019SW,10/19/22,P53,3,980,18,18,249,3,36,505
DF20221019SW,10/19/22,TV,1,644,283,13,71,19,5,1230
DF20221019SW,10/19/22,TV,2,650,265,15,74,19,5,2615
DF20221019SW,10/19/22,TV,3,657,287,13,74,20,7,2680
DF20221019SW,10/19/22,WT1,1,510,15,27,101,3,16,1505
DF20221019SW,10/19/22,WT1,2,522,17,27,105,3,6,8105
DF20221019SW,10/19/22,WT1,3,512,13,15,174,3,15,895
DF20221019SW,10/19/22,WT3,1,869,3,22,152,2,20,525
DF20221019SW,10/19/22,WT3,2,794,0,22,144,3,NA,2090
DF20221019SW,10/19/22,WT3,3,782,0,21,148,3,20,3155
DF20221019SW,10/19/22,WT4,1,738,243,21,94,5,12,3365
DF20221019SW,10/19/22,WT4,2,749,247,20,93,4,13,4405
DF20221019SW,10/19/22,WT4,3,733,271,21,93,5,14,3880
DF20221019SW,10/19/22,WT5,1,662,76,21,132,5,23,5560
DF20221019SW,10/19/22,WT5,2,629,101,23,134,5,22,4985
DF20221019SW,10/19/22,WT5,3,640,73,22,136,5,22,2605
DG20221019SW,10/19/22,DP,1,658,6,29,163,2,30,815
DG20221019SW,10/19/22,DP,2,587,27,20,154,3,25,320
DG20221019SW,10/19/22,DP,3,563,5,23,163,2,NA,3990
DG20221019SW,10/19/22,SP,1,669,96,33,114,6,12,1745
DG20221019SW,10/19/22,SP,2,659,101,31,116,7,12,6565
DG20221019SW,10/19/22,SP,3,642,107,34,109,6,11,5065
DG20221019SW,10/19/22,UP,1,637,125,23,119,2,12,2195
DG20221019SW,10/19/22,UP,2,648,108,20,124,2,13,1455
DG20221019SW,10/19/22,UP,3,676,111,23,129,2,12,310
DF20221114SW,11/14/22,AN0,1,1084,2,8,173,59,14,2475
DF20221114SW,11/14/22,AN0,2,926,1,9,172,60,15,2265
DF20221114SW,11/14/22,AN0,3,913,0,14,175,57,16,2185
DF20221114SW,11/14/22,AN2,1,789,2,10,244,58,21,3555
DF20221114SW,11/14/22,AN2,2,783,4,18,238,58,20,NA
DF20221114SW,11/14/22,AN2,3,798,3,18,240,61,21,4565
DF20221114SW,11/14/22,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20221114SW,11/14/22,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20221114SW,11/14/22,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20221114SW,11/14/22,AN4,1,NA,NA,NA,NA,NA,NA,NA
DF20221114SW,11/14/22,AN4,2,NA,NA,NA,NA,NA,NA,NA
DF20221114SW,11/14/22,AN4,3,NA,NA,NA,NA,NA,NA,NA
DF20221114SW,11/14/22,AN5,1,NA,NA,NA,NA,NA,NA,NA
DF20221114SW,11/14/22,AN5,2,NA,NA,NA,NA,NA,NA,NA
DF20221114SW,11/14/22,AN5,3,NA,NA,NA,NA,NA,NA,NA
DF20221114SW,11/14/22,AS,1,603,124,13,263,171,1,7015
DF20221114SW,11/14/22,AS,2,585,125,10,263,174,2,NA
DF20221114SW,11/14/22,AS,3,573,158,8,268,173,3,7605
DF20221114SW,11/14/22,CP1,1,851,281,12,128,90,3,12985
DF20221114SW,11/14/22,CP1,2,921,290,15,128,89,3,NA
DF20221114SW,11/14/22,CP1,3,818,279,18,127,93,3,NA
DF20221114SW,11/14/22,CP2,1,250,3,20,14,2,4,1980
DF20221114SW,11/14/22,CP2,2,262,3,16,15,2,4,NA
DF20221114SW,11/14/22,CP2,3,251,3,14,14,2,4,7030
DF20221114SW,11/14/22,CP3,1,823,47,186,104,9,5,NA
DF20221114SW,11/14/22,CP3,2,749,43,152,104,9,6,NA
DF20221114SW,11/14/22,CP3,3,772,52,137,102,10,6,NA
DF20221114SW,11/14/22,P3D,1,6455,2323,16,71,28,4,NA
DF20221114SW,11/14/22,P3D,2,6666,2068,9,72,35,2,NA
DF20221114SW,11/14/22,P3D,3,6627,2181,55,75,36,3,NA
DF20221114SW,11/14/22,P51,1,699,3,65,196,93,6,NA
DF20221114SW,11/14/22,P51,2,508,0,38,206,94,5,NA
DF20221114SW,11/14/22,P51,3,798,0,56,200,94,6,NA
DF20221114SW,11/14/22,P53,1,877,0,68,314,76,27,NA
DF20221114SW,11/14/22,P53,2,818,0,70,310,79,26,NA
DF20221114SW,11/14/22,P53,3,845,0,16,320,76,28,NA
DF20221114SW,11/14/22,TV,1,956,237,10,78,20,1,1115
DF20221114SW,11/14/22,TV,2,953,293,34,78,20,2,NA
DF20221114SW,11/14/22,TV,3,927,137,30,81,20,2,3965
DF20221114SW,11/14/22,WT1,1,582,7,10,139,4,7,NA
DF20221114SW,11/14/22,WT1,2,592,9,35,141,4,8,NA
DF20221114SW,11/14/22,WT1,3,623,14,47,144,5,9,4945
DF20221114SW,11/14/22,WT3,1,729,0,64,191,9,29,11105
DF20221114SW,11/14/22,WT3,2,710,0,71,187,9,22,NA
DF20221114SW,11/14/22,WT3,3,762,2,68,215,11,23,NA
DF20221114SW,11/14/22,WT4,1,990,322,65,130,13,7,NA
DF20221114SW,11/14/22,WT4,2,975,302,36,132,12,7,NA
DF20221114SW,11/14/22,WT4,3,988,229,30,134,13,7,505
DF20221114SW,11/14/22,WT5,1,864,114,24,167,20,10,NA
DF20221114SW,11/14/22,WT5,2,890,95,20,172,21,9,485
DF20221114SW,11/14/22,WT5,3,899,128,32,173,21,10,395
DG20221114SW,11/14/22,DP,1,614,8,61,145,13,25,1405
DG20221114SW,11/14/22,DP,2,628,6,73,151,13,26,NA
DG20221114SW,11/14/22,DP,3,615,8,5,144,12,26,6890
DG20221114SW,11/14/22,SP,1,675,89,31,102,20,6,3215
DG20221114SW,11/14/22,SP,2,699,112,34,110,21,7,6665
DG20221114SW,11/14/22,SP,3,671,86,18,106,20,8,NA
DG20221114SW,11/14/22,UP,1,494,0,70,140,14,12,NA
DG20221114SW,11/14/22,UP,2,515,0,63,151,13,15,NA
DG20221114SW,11/14/22,UP,3,534,0,19,161,13,12,NA
DF20221212SW,12/12/22,AN0,1,563,100,6,32,6,3,25
DF20221212SW,12/12/22,AN0,2,568,78,11,31,7,2,190
DF20221212SW,12/12/22,AN0,3,558,61,6,33,10,3,150
DF20221212SW,12/12/22,AN2,1,628,3,55,89,8,10,90
DF20221212SW,12/12/22,AN2,2,624,3,50,87,9,11,210
DF20221212SW,12/12/22,AN2,3,617,6,49,87,8,10,310
DF20221212SW,12/12/22,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20221212SW,12/12/22,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20221212SW,12/12/22,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20221212SW,12/12/22,AN4,1,601,18,21,76,7,12,5060
DF20221212SW,12/12/22,AN4,2,615,10,54,86,7,13,5390
DF20221212SW,12/12/22,AN4,3,612,9,9,83,8,12,5625
DF20221212SW,12/12/22,AN5,1,584,9,32,63,4,14,145
DF20221212SW,12/12/22,AN5,2,574,14,28,64,5,14,255
DF20221212SW,12/12/22,AN5,3,579,10,8,66,5,15,225
DF20221212SW,12/12/22,AS,1,767,317,33,194,132,5,80
DF20221212SW,12/12/22,AS,2,772,249,8,202,145,1,130
DF20221212SW,12/12/22,AS,3,896,202,33,198,143,1,125
DF20221212SW,12/12/22,CP1,1,1092,549,13,118,84,3,560
DF20221212SW,12/12/22,CP1,2,1106,516,11,121,87,5,615
DF20221212SW,12/12/22,CP1,3,1103,581,10,121,86,3,1015
DF20221212SW,12/12/22,CP2,1,404,54,8,8,1,10,180
DF20221212SW,12/12/22,CP2,2,388,73,6,7,0,14,395
DF20221212SW,12/12/22,CP2,3,350,83,4,20,1,4,2060
DF20221212SW,12/12/22,CP3,1,943,156,220,75,23,4,190
DF20221212SW,12/12/22,CP3,2,851,162,210,83,23,4,250
DF20221212SW,12/12/22,CP3,3,906,127,222,86,23,4,340
DF20221212SW,12/12/22,P3D,1,5533,2580,13,64,41,4,345
DF20221212SW,12/12/22,P3D,2,5517,2227,36,62,36,4,535
DF20221212SW,12/12/22,P3D,3,5514,2233,10,75,39,5,965
DF20221212SW,12/12/22,P51,1,418,18,13,117,15,15,505
DF20221212SW,12/12/22,P51,2,442,10,47,105,16,8,785
DF20221212SW,12/12/22,P51,3,455,18,13,125,16,11,NA
DF20221212SW,12/12/22,P53,1,749,27,6,204,7,34,395
DF20221212SW,12/12/22,P53,2,732,35,53,197,8,46,795
DF20221212SW,12/12/22,P53,3,728,4,13,210,8,55,NA
DF20221212SW,12/12/22,TV,1,926,255,6,39,12,2,760
DF20221212SW,12/12/22,TV,2,919,551,7,44,14,2,1565
DF20221212SW,12/12/22,TV,3,907,419,3,44,14,3,2305
DF20221212SW,12/12/22,WT1,1,647,191,49,101,12,7,365
DF20221212SW,12/12/22,WT1,2,650,163,37,102,14,6,600
DF20221212SW,12/12/22,WT1,3,664,166,38,105,13,7,665
DF20221212SW,12/12/22,WT3,1,571,35,42,65,6,13,655
DF20221212SW,12/12/22,WT3,2,580,21,41,67,6,13,795
DF20221212SW,12/12/22,WT3,3,568,31,16,66,7,12,940
DF20221212SW,12/12/22,WT4,1,935,285,14,82,9,8,805
DF20221212SW,12/12/22,WT4,2,922,231,6,81,7,8,710
DF20221212SW,12/12/22,WT4,3,931,371,23,79,7,9,1270
DF20221212SW,12/12/22,WT5,1,842,185,125,118,15,14,630
DF20221212SW,12/12/22,WT5,2,844,186,112,140,14,14,890
DF20221212SW,12/12/22,WT5,3,832,114,94,141,14,13,1330
DG20221212SW,12/12/22,DP,1,653,130,97,111,9,16,735
DG20221212SW,12/12/22,DP,2,666,112,89,117,10,17,1935
DG20221212SW,12/12/22,DP,3,640,103,86,110,9,17,2305
DG20221212SW,12/12/22,SP,1,705,174,24,73,12,8,480
DG20221212SW,12/12/22,SP,2,709,202,38,79,12,8,1040
DG20221212SW,12/12/22,SP,3,695,255,37,75,12,7,1660
DG20221212SW,12/12/22,UP,1,575,134,35,78,14,6,NA
DG20221212SW,12/12/22,UP,2,589,95,24,88,14,9,NA
DG20221212SW,12/12/22,UP,3,573,119,35,84,14,6,NA
DF20230118SW,1/18/23,AN0,1,908,397,108,24,13,4,470
DF20230118SW,1/18/23,AN0,2,870,415,84,26,13,5,960
DF20230118SW,1/18/23,AN0,3,878,431,85,26,13,2,690
DF20230118SW,1/18/23,AN2,1,672,190,62,39,11,8,155
DF20230118SW,1/18/23,AN2,2,677,207,50,39,10,8,260
DF20230118SW,1/18/23,AN2,3,683,205,62,40,11,13,290
DF20230118SW,1/18/23,AN4,1,707,219,53,33,9,7,260
DF20230118SW,1/18/23,AN4,2,683,235,2,98,10,7,340
DF20230118SW,1/18/23,AN4,3,711,222,40,39,9,7,185
DF20230118SW,1/18/23,AN5,1,557,131,1,107,7,6,255
DF20230118SW,1/18/23,AN5,2,554,128,21,31,6,4,315
DF20230118SW,1/18/23,AN5,3,571,134,28,30,6,7,180
DF20230118SW,1/18/23,AS,1,978,541,73,93,47,21,485
DF20230118SW,1/18/23,AS,2,1123,529,57,87,51,7,190
DF20230118SW,1/18/23,AS,3,971,511,73,84,49,6,660
DF20230118SW,1/18/23,CP1,1,1958,1903,65,113,86,2,855
DF20230118SW,1/18/23,CP1,2,1978,1697,67,114,91,2,1880
DF20230118SW,1/18/23,CP1,3,2019,1683,67,118,90,2,1230
DF20230118SW,1/18/23,CP2,1,334,182,27,27,4,6,555
DF20230118SW,1/18/23,CP2,2,390,179,2,12,4,6,325
DF20230118SW,1/18/23,CP2,3,358,187,24,13,3,6,580
DF20230118SW,1/18/23,CP3,1,735,231,38,51,4,5,160
DF20230118SW,1/18/23,CP3,2,824,239,41,52,5,5,195
DF20230118SW,1/18/23,CP3,3,808,239,44,54,5,5,245
DF20230118SW,1/18/23,P3D,1,3437,2844,3,61,44,3,1010
DF20230118SW,1/18/23,P3D,2,3502,2929,20,58,44,3,1310
DF20230118SW,1/18/23,P3D,3,3479,2886,23,58,48,5,1340
DF20230118SW,1/18/23,P51,1,596,90,36,50,6,5,385
DF20230118SW,1/18/23,P51,2,594,89,28,69,6,6,395
DF20230118SW,1/18/23,P51,3,594,87,33,59,6,7,770
DF20230118SW,1/18/23,P53,1,762,13,10,119,6,21,365
DF20230118SW,1/18/23,P53,2,644,13,12,117,4,42,330
DF20230118SW,1/18/23,P53,3,714,10,9,120,4,31,440
DF20230118SW,1/18/23,TV,1,681,328,20,46,14,2,330
DF20230118SW,1/18/23,TV,2,672,325,30,43,13,2,320
DF20230118SW,1/18/23,TV,3,693,327,23,44,14,2,820
DF20230118SW,1/18/23,WT1,1,843,361,64,72,15,5,630
DF20230118SW,1/18/23,WT1,2,782,370,71,71,16,4,1010
DF20230118SW,1/18/23,WT1,3,819,358,67,76,15,5,1045
DF20230118SW,1/18/23,WT3,1,718,190,23,43,7,7,225
DF20230118SW,1/18/23,WT3,2,682,194,30,43,7,7,280
DF20230118SW,1/18/23,WT3,3,676,177,25,42,9,6,300
DF20230118SW,1/18/23,WT4,1,866,453,59,98,21,5,565
DF20230118SW,1/18/23,WT4,2,888,458,78,125,25,6,635
DF20230118SW,1/18/23,WT4,3,860,471,2,82,23,6,1040
DF20230118SW,1/18/23,WT5,1,855,336,79,102,23,9,540
DF20230118SW,1/18/23,WT5,2,861,333,94,96,22,7,800
DF20230118SW,1/18/23,WT5,3,822,308,72,98,19,8,735
DG20230118SW,1/18/23,DP,1,585,11,12,101,4,12,1225
DG20230118SW,1/18/23,DP,2,595,12,14,110,5,13,1545
DG20230118SW,1/18/23,DP,3,578,12,12,117,5,14,1835
DG20230118SW,1/18/23,SP,1,544,107,16,65,5,6,185
DG20230118SW,1/18/23,SP,2,554,101,13,63,5,5,145
DG20230118SW,1/18/23,SP,3,575,102,16,64,6,6,200
DG20230118SW,1/18/23,UP,1,786,237,29,75,3,7,685
DG20230118SW,1/18/23,UP,2,832,246,29,361,5,8,540
DG20230118SW,1/18/23,UP,3,865,228,31,80,5,7,1430
DF20230215SW,2/15/23,AN0,1,890,1260,573,43,14,7,275
DF20230215SW,2/15/23,AN0,2,891,708,72,45,9,6,455
DF20230215SW,2/15/23,AN0,3,888,614,52,42,9,7,625
DF20230215SW,2/15/23,AN2,1,863,648,49,52,6,12,655
DF20230215SW,2/15/23,AN2,2,870,656,45,51,6,12,400
DF20230215SW,2/15/23,AN2,3,841,623,42,51,6,12,285
DF20230215SW,2/15/23,AN4,1,917,582,34,54,6,11,605
DF20230215SW,2/15/23,AN4,2,916,615,41,52,6,12,290
DF20230215SW,2/15/23,AN4,3,912,637,37,53,6,12,495
DF20230215SW,2/15/23,AN5,1,682,384,16,47,5,10,415
DF20230215SW,2/15/23,AN5,2,677,381,18,47,5,10,370
DF20230215SW,2/15/23,AN5,3,695,382,32,50,5,10,70
DF20230215SW,2/15/23,AS,1,1035,736,44,69,20,7,805
DF20230215SW,2/15/23,AS,2,1078,831,34,72,19,5,760
DF20230215SW,2/15/23,AS,3,976,872,37,75,20,4,795
DF20230215SW,2/15/23,CP1,1,1484,1487,57,143,93,4,405
DF20230215SW,2/15/23,CP1,2,1459,1458,69,144,100,6,285
DF20230215SW,2/15/23,CP1,3,1374,1271,85,142,99,6,115
DF20230215SW,2/15/23,CP2,1,526,377,21,16,3,8,1045
DF20230215SW,2/15/23,CP2,2,537,373,26,20,3,8,530
DF20230215SW,2/15/23,CP2,3,523,379,20,21,3,9,405
DF20230215SW,2/15/23,CP3,1,558,277,44,37,4,5,185
DF20230215SW,2/15/23,CP3,2,546,290,49,39,4,5,45
DF20230215SW,2/15/23,CP3,3,541,270,52,39,5,5,95
DF20230215SW,2/15/23,P3D,1,3797,3061,10,79,49,4,605
DF20230215SW,2/15/23,P3D,2,3606,2780,6,87,49,4,755
DF20230215SW,2/15/23,P3D,3,3650,2826,17,98,47,4,245
DF20230215SW,2/15/23,P51,1,353,43,10,30,3,5,710
DF20230215SW,2/15/23,P51,2,346,33,12,33,3,8,435
DF20230215SW,2/15/23,P51,3,356,32,25,33,2,6,125
DF20230215SW,2/15/23,P53,1,340,30,23,134,6,24,1500
DF20230215SW,2/15/23,P53,2,397,29,18,149,6,31,875
DF20230215SW,2/15/23,P53,3,378,31,20,153,7,30,800
DF20230215SW,2/15/23,TV,1,820,631,38,61,17,3,195
DF20230215SW,2/15/23,TV,2,829,728,26,65,17,4,200
DF20230215SW,2/15/23,TV,3,832,764,45,77,16,6,120
DF20230215SW,2/15/23,WT1,1,867,706,43,70,8,5,280
DF20230215SW,2/15/23,WT1,2,902,627,47,73,10,6,750
DF20230215SW,2/15/23,WT1,3,879,719,45,77,10,7,860
DF20230215SW,2/15/23,WT3,1,787,398,28,50,6,10,270
DF20230215SW,2/15/23,WT3,2,789,397,30,51,6,11,185
DF20230215SW,2/15/23,WT3,3,765,373,27,48,5,9,180
DF20230215SW,2/15/23,WT4,1,1029,708,36,76,10,9,1230
DF20230215SW,2/15/23,WT4,2,1012,686,35,78,10,9,250
DF20230215SW,2/15/23,WT4,3,998,741,42,79,5,10,255
DF20230215SW,2/15/23,WT5,1,941,462,46,91,7,14,430
DF20230215SW,2/15/23,WT5,2,935,456,42,95,7,15,445
DF20230215SW,2/15/23,WT5,3,939,448,40,94,7,15,1280
DG20230215SW,2/15/23,DP,1,425,135,27,87,4,13,1095
DG20230215SW,2/15/23,DP,2,406,126,22,88,3,14,1135
DG20230215SW,2/15/23,DP,3,421,121,20,91,3,13,790
DG20230215SW,2/15/23,SP,1,599,260,56,94,31,6,0
DG20230215SW,2/15/23,SP,2,610,272,69,99,34,5,0
DG20230215SW,2/15/23,SP,3,600,266,61,100,38,5,0
DG20230215SW,2/15/23,UP,1,621,286,12,76,4,11,1875
DG20230215SW,2/15/23,UP,2,670,296,13,93,4,12,605
DG20230215SW,2/15/23,UP,3,646,295,10,90,3,12,520
DF20230322SW,3/22/23,AN0,1,1241,1042,113,28,11,4,780
DF20230322SW,3/22/23,AN0,2,1265,1433,112,30,13,3,1020
DF20230322SW,3/22/23,AN0,3,1263,1139,140,33,12,5,940
DF20230322SW,3/22/23,AN2,1,1188,778,229,61,22,9,100
DF20230322SW,3/22/23,AN2,2,1185,840,263,60,20,9,60
DF20230322SW,3/22/23,AN2,3,1154,917,257,66,20,9,40
DF20230322SW,3/22/23,AN4,1,1184,1055,201,86,20,11,80
DF20230322SW,3/22/23,AN4,2,1192,1115,224,75,20,13,0
DF20230322SW,3/22/23,AN4,3,1181,1279,198,71,20,26,40
DF20230322SW,3/22/23,AN5,1,776,410,41,90,15,13,400
DF20230322SW,3/22/23,AN5,2,823,373,31,88,14,13,60
DF20230322SW,3/22/23,AN5,3,781,423,38,64,15,10,180
DF20230322SW,3/22/23,AS,1,542,324,5,171,122,7,40
DF20230322SW,3/22/23,AS,2,636,333,4,166,121,43,100
DF20230322SW,3/22/23,AS,3,550,381,17,170,125,10,180
DF20230322SW,3/22/23,CP1,1,1080,1358,65,81,66,2,620
DF20230322SW,3/22/23,CP1,2,1104,1715,21,81,67,2,740
DF20230322SW,3/22/23,CP1,3,1049,1915,58,82,67,2,400
DF20230322SW,3/22/23,CP2,1,302,110,11,10,2,16,780
DF20230322SW,3/22/23,CP2,2,281,116,47,10,3,9,560
DF20230322SW,3/22/23,CP2,3,338,116,7,11,2,8,200
DF20230322SW,3/22/23,CP3,1,710,28,84,87,3,14,20
DF20230322SW,3/22/23,CP3,2,631,27,33,95,4,13,20
DF20230322SW,3/22/23,CP3,3,697,29,33,95,8,17,40
DF20230322SW,3/22/23,P3D,1,2989,3137,20,53,35,2,300
DF20230322SW,3/22/23,P3D,2,2886,5906,7,54,39,6,40
DF20230322SW,3/22/23,P3D,3,2918,3515,15,58,38,3,20
DF20230322SW,3/22/23,P51,1,520,32,0,56,3,8,40
DF20230322SW,3/22/23,P51,2,500,31,0,64,5,13,140
DF20230322SW,3/22/23,P51,3,499,29,45,69,5,7,60
DF20230322SW,3/22/23,P53,1,463,27,3,139,7,22,600
DF20230322SW,3/22/23,P53,2,450,30,0,119,6,22,140
DF20230322SW,3/22/23,P53,3,532,28,3,155,7,29,240
DF20230322SW,3/22/23,TV,1,702,480,15,37,10,1,240
DF20230322SW,3/22/23,TV,2,698,579,20,38,9,1,80
DF20230322SW,3/22/23,TV,3,710,740,21,38,9,1,80
DF20230322SW,3/22/23,WT1,1,468,300,0,79,4,5,60
DF20230322SW,3/22/23,WT1,2,462,281,3,83,5,5,40
DF20230322SW,3/22/23,WT1,3,457,278,1,81,5,6,0
DF20230322SW,3/22/23,WT3,1,872,685,45,63,3,10,40
DF20230322SW,3/22/23,WT3,2,857,703,31,64,3,9,160
DF20230322SW,3/22/23,WT3,3,821,723,35,64,4,9,40
DF20230322SW,3/22/23,WT4,1,618,358,3,63,4,9,100
DF20230322SW,3/22/23,WT4,2,655,377,12,61,5,10,80
DF20230322SW,3/22/23,WT4,3,669,362,8,61,5,10,0
DF20230322SW,3/22/23,WT5,1,482,151,0,78,3,9,80
DF20230322SW,3/22/23,WT5,2,468,135,1,69,5,11,340
DF20230322SW,3/22/23,WT5,3,470,127,0,100,5,11,120
DG20230322SW,3/22/23,DP,1,416,51,0,94,0,14,280
DG20230322SW,3/22/23,DP,2,406,24,0,79,2,14,120
DG20230322SW,3/22/23,DP,3,401,24,0,80,1,14,100
DG20230322SW,3/22/23,SP,1,369,102,10,55,6,7,980
DG20230322SW,3/22/23,SP,2,411,94,16,49,7,6,720
DG20230322SW,3/22/23,SP,3,440,83,79,52,5,8,540
DG20230322SW,3/22/23,UP,1,453,151,4,37,2,5,100
DG20230322SW,3/22/23,UP,2,472,144,3,40,2,5,20
DG20230322SW,3/22/23,UP,3,497,149,51,41,2,6,40
DF20230419SW,4/19/23,AN0,1,926,648,82,35,8,7,280
DF20230419SW,4/19/23,AN0,2,899,710,58,38,8,6,120
DF20230419SW,4/19/23,AN0,3,913,718,57,36,8,6,1430
DF20230419SW,4/19/23,AN2,1,778,139,87,74,6,17,140
DF20230419SW,4/19/23,AN2,2,751,154,82,75,6,16,30
DF20230419SW,4/19/23,AN2,3,776,141,85,74,6,15,400
DF20230419SW,4/19/23,AN4,1,795,135,71,78,7,16,60
DF20230419SW,4/19/23,AN4,2,803,138,71,76,7,18,10
DF20230419SW,4/19/23,AN4,3,814,138,80,76,7,17,240
DF20230419SW,4/19/23,AN5,1,756,66,122,112,8,23,170
DF20230419SW,4/19/23,AN5,2,734,62,114,111,8,29,90
DF20230419SW,4/19/23,AN5,3,750,65,124,124,7,28,240
DF20230419SW,4/19/23,AS,1,893,658,95,100,24,6,210
DF20230419SW,4/19/23,AS,2,955,605,87,102,27,6,650
DF20230419SW,4/19/23,AS,3,1072,818,81,101,27,5,860
DF20230419SW,4/19/23,CP1,1,1456,1637,62,81,56,3,870
DF20230419SW,4/19/23,CP1,2,1479,1520,61,86,59,4,290
DF20230419SW,4/19/23,CP1,3,1495,1434,52,85,58,3,2270
DF20230419SW,4/19/23,CP2,1,756,568,29,16,6,4,230
DF20230419SW,4/19/23,CP2,2,764,545,27,19,6,5,140
DF20230419SW,4/19/23,CP2,3,769,563,29,17,7,5,240
DF20230419SW,4/19/23,CP3,1,630,181,22,54,3,12,100
DF20230419SW,4/19/23,CP3,2,685,180,21,60,3,12,10
DF20230419SW,4/19/23,CP3,3,613,181,24,59,3,11,60
DF20230419SW,4/19/23,P3D,1,3509,3565,21,82,65,2,440
DF20230419SW,4/19/23,P3D,2,3470,3291,35,86,66,2,220
DF20230419SW,4/19/23,P3D,3,3502,4245,20,86,67,3,420
DF20230419SW,4/19/23,P51,1,1400,35,37,168,12,11,560
DF20230419SW,4/19/23,P51,2,1403,31,35,207,11,14,10
DF20230419SW,4/19/23,P51,3,1364,31,32,153,10,15,120
DF20230419SW,4/19/23,P53,1,859,26,15,312,9,53,50
DF20230419SW,4/19/23,P53,2,909,24,13,327,8,58,10
DF20230419SW,4/19/23,P53,3,937,27,15,346,9,56,20
DF20230419SW,4/19/23,TV,1,1124,956,48,74,27,2,940
DF20230419SW,4/19/23,TV,2,1108,913,50,79,26,3,690
DF20230419SW,4/19/23,TV,3,1110,998,51,80,26,5,1310
DF20230419SW,4/19/23,WT1,1,764,288,73,79,6,6,590
DF20230419SW,4/19/23,WT1,2,786,289,81,85,7,6,70
DF20230419SW,4/19/23,WT1,3,769,294,78,85,7,6,280
DF20230419SW,4/19/23,WT3,1,824,124,66,85,8,17,780
DF20230419SW,4/19/23,WT3,2,819,125,69,91,8,17,30
DF20230419SW,4/19/23,WT3,3,835,132,59,87,7,15,380
DF20230419SW,4/19/23,WT4,1,850,241,147,102,10,7,150
DF20230419SW,4/19/23,WT4,2,845,259,135,97,7,8,0
DF20230419SW,4/19/23,WT4,3,884,235,146,105,10,8,120
DF20230419SW,4/19/23,WT5,1,1220,188,376,173,13,16,260
DF20230419SW,4/19/23,WT5,2,1226,193,387,168,13,14,30
DF20230419SW,4/19/23,WT5,3,1252,193,388,181,14,14,70
DG20230419SW,4/19/23,DP,1,1009,171,286,148,13,16,1560
DG20230419SW,4/19/23,DP,2,1062,174,286,181,13,17,690
DG20230419SW,4/19/23,DP,3,1046,175,294,188,14,18,950
DG20230419SW,4/19/23,SP,1,874,290,122,127,24,9,580
DG20230419SW,4/19/23,SP,2,921,288,125,134,24,8,330
DG20230419SW,4/19/23,SP,3,906,292,135,136,24,9,630
DG20230419SW,4/19/23,UP,1,706,199,80,67,9,8,120
DG20230419SW,4/19/23,UP,2,762,224,77,87,8,8,20
DG20230419SW,4/19/23,UP,3,799,185,88,95,12,8,120
DF20230518SW,5/18/23,AN0,1,870,204,53,91,16,11,629
DF20230518SW,5/18/23,AN0,2,822,189,29,86,16,10,457
DF20230518SW,5/18/23,AN0,3,807,197,30,83,16,9,600
DF20230518SW,5/18/23,AN2,1,1029,136,68,141,6,21,586
DF20230518SW,5/18/23,AN2,2,1007,168,55,131,5,19,1600
DF20230518SW,5/18/23,AN2,3,982,147,65,125,5,20,1714
DF20230518SW,5/18/23,AN4,1,1021,74,106,91,5,18,14
DF20230518SW,5/18/23,AN4,2,1005,74,109,91,5,18,43
DF20230518SW,5/18/23,AN4,3,989,72,108,91,5,18,71
DF20230518SW,5/18/23,AN5,1,1173,36,417,154,8,59,43
DF20230518SW,5/18/23,AN5,2,1225,37,488,185,7,58,757
DF20230518SW,5/18/23,AN5,3,1141,37,387,141,11,42,1129
DF20230518SW,5/18/23,AS,1,750,310,47,132,53,4,243
DF20230518SW,5/18/23,AS,2,747,311,36,134,54,4,471
DF20230518SW,5/18/23,AS,3,737,312,40,131,51,4,700
DF20230518SW,5/18/23,CP1,1,1213,915,16,75,48,2,1686
DF20230518SW,5/18/23,CP1,2,1212,935,16,74,47,2,5786
DF20230518SW,5/18/23,CP1,3,1197,849,21,75,47,3,1929
DF20230518SW,5/18/23,CP2,1,403,111,13,37,4,3,843
DF20230518SW,5/18/23,CP2,2,345,110,14,11,3,2,943
DF20230518SW,5/18/23,CP2,3,362,110,13,11,4,3,1271
DF20230518SW,5/18/23,CP3,1,657,96,20,51,3,4,286
DF20230518SW,5/18/23,CP3,2,660,98,20,48,2,4,286
DF20230518SW,5/18/23,CP3,3,630,92,21,48,2,5,57
DF20230518SW,5/18/23,P3D,1,3237,2517,17,102,74,5,500
DF20230518SW,5/18/23,P3D,2,3273,2406,15,100,79,11,929
DF20230518SW,5/18/23,P3D,3,3302,3007,19,101,78,3,486
DF20230518SW,5/18/23,P51,1,1441,40,362,107,41,19,NA
