Tracking No.,Date,Site,Rep,Unfiltered_TN_ugL,Filtered_NOx_ugL,Filtered_NHx_ugL,Unfiltered_TP_ ugL,Filtered_OP_ugL,TSS_mgL,fecal_coliform_colonies_per100mL
DF20120924SW,9/24/12,WT4,3,274,NA,NA,49,34,NA,NA
DF20120924SW,9/24/12,WT5,1,130,NA,NA,59,16,NA,NA
DF20120924SW,9/24/12,WT5,2,163,NA,NA,39,17,NA,NA
DF20120924SW,9/24/12,WT5,3,119,NA,NA,44,16,NA,NA
DF20121022SW,10/22/12,AN0,1,37,14,3,108,36,NA,25
DF20121022SW,10/22/12,AN0,2,42,15,5,81,36,NA,15
DF20121022SW,10/22/12,AN0,3,40,26,7,113,36,NA,0
DF20121022SW,10/22/12,AN1,1,35,20,9,79,26,NA,35
DF20121022SW,10/22/12,AN1,2,27,12,7,79,24,NA,40
DF20121022SW,10/22/12,AN1,3,28,20,14,74,26,NA,0
DF20121022SW,10/22/12,AN2,1,46,3,4,59,15,NA,25
DF20121022SW,10/22/12,AN2,2,41,19,7,55,15,NA,55
DF20121022SW,10/22/12,AN2,3,43,2,4,52,15,NA,35
DF20121022SW,10/22/12,AN3,1,31,2,16,155,66,NA,5
DF20121022SW,10/22/12,AN3,2,43,25,13,150,68,NA,0
DF20121022SW,10/22/12,AN3,3,35,21,12,144,68,NA,0
DF20121022SW,10/22/12,AN4,1,29,20,6,53,12,NA,0
DF20121022SW,10/22/12,AN4,2,31,23,6,59,12,NA,0
DF20121022SW,10/22/12,AN4,3,33,18,3,48,12,NA,0
DF20121022SW,10/22/12,AN5,1,33,0,15,83,21,NA,10
DF20121022SW,10/22/12,AN5,2,31,12,5,87,22,NA,0
DF20121022SW,10/22/12,AN5,3,30,21,7,86,21,NA,0
DF20121022SW,10/22/12,AN6,1,NA,NA,NA,NA,NA,NA,NA
DF20121022SW,10/22/12,AN6,2,NA,NA,NA,NA,NA,NA,NA
DF20121022SW,10/22/12,AN6,3,NA,NA,NA,NA,NA,NA,NA
DF20121022SW,10/22/12,P3D,1,2723,1749,5,126,80,NA,780
DF20121022SW,10/22/12,P3D,2,2748,1670,19,124,80,NA,1040
DF20121022SW,10/22/12,P3D,3,2734,1728,4,126,80,NA,720
DF20121022SW,10/22/12,P3U,1,2679,1644,8,134,81,NA,130
DF20121022SW,10/22/12,P3U,2,2682,1661,8,137,81,NA,155
DF20121022SW,10/22/12,P3U,3,2656,1656,13,112,80,NA,15
DF20121022SW,10/22/12,P51,1,32,32,4,87,6,NA,130
DF20121022SW,10/22/12,P51,2,30,33,2,68,5,NA,90
DF20121022SW,10/22/12,P51,3,30,18,5,76,5,NA,15
DF20121022SW,10/22/12,P53,1,23,3,7,112,10,NA,200
DF20121022SW,10/22/12,P53,2,29,16,11,113,9,NA,385
DF20121022SW,10/22/12,P53,3,25,9,8,97,10,NA,210
DF20121022SW,10/22/12,P54,1,41,22,2,99,26,NA,420
DF20121022SW,10/22/12,P54,2,39,11,6,87,28,NA,660
DF20121022SW,10/22/12,P54,3,40,3,14,89,26,NA,620
DF20121022SW,10/22/12,SC2,1,94,44,8,64,22,NA,125
DF20121022SW,10/22/12,SC2,2,81,48,5,61,24,NA,90
DF20121022SW,10/22/12,SC2,3,81,75,5,59,23,NA,60
DF20121022SW,10/22/12,WR1,1,445,390,4,219,187,NA,760
DF20121022SW,10/22/12,WR1,2,442,397,5,239,184,NA,800
DF20121022SW,10/22/12,WR1,3,437,404,0,238,188,NA,1050
DF20121022SW,10/22/12,WR2,1,668,364,2,235,202,NA,1250
DF20121022SW,10/22/12,WR2,2,636,342,0,217,204,NA,1250
DF20121022SW,10/22/12,WR2,3,666,333,3,217,208,NA,1250
DF20121022SW,10/22/12,WT1,1,54,48,18,92,45,NA,80
DF20121022SW,10/22/12,WT1,2,48,35,12,92,48,NA,105
DF20121022SW,10/22/12,WT1,3,47,23,6,92,49,NA,40
DF20121022SW,10/22/12,WT3,1,37,25,3,58,13,NA,20
DF20121022SW,10/22/12,WT3,2,24,32,6,45,13,NA,5
DF20121022SW,10/22/12,WT3,3,35,28,7,51,14,NA,0
DF20121022SW,10/22/12,WT4,1,119,24,16,82,23,NA,15
DF20121022SW,10/22/12,WT4,2,107,34,0,80,27,NA,15
DF20121022SW,10/22/12,WT4,3,103,9,10,92,26,NA,20
DF20121022SW,10/22/12,WT5,1,118,47,30,34,17,NA,15
DF20121022SW,10/22/12,WT5,2,134,64,10,63,14,NA,35
DF20121022SW,10/22/12,WT5,3,98,54,20,72,15,NA,30
DF20121107SW,11/7/12,AN0,1,45,7,79,113,72,NA,30
DF20121107SW,11/7/12,AN0,2,43,12,80,119,76,NA,25
DF20121107SW,11/7/12,AN0,3,47,12,82,113,74,NA,15
DF20121107SW,11/7/12,AN1,1,35,10,78,168,96,NA,10
DF20121107SW,11/7/12,AN1,2,43,14,71,206,93,NA,5
DF20121107SW,11/7/12,AN1,3,44,11,73,186,89,NA,0
DF20121107SW,11/7/12,AN2,1,43,8,74,125,65,NA,10
DF20121107SW,11/7/12,AN2,2,40,10,83,119,63,NA,5
DF20121107SW,11/7/12,AN2,3,37,9,81,117,65,NA,0
DF20121107SW,11/7/12,AN3,1,53,20,72,216,138,NA,420
DF20121107SW,11/7/12,AN3,2,41,20,57,213,153,NA,415
DF20121107SW,11/7/12,AN3,3,45,18,59,207,141,NA,455
DF20121107SW,11/7/12,AN4,1,34,7,78,49,21,NA,40
DF20121107SW,11/7/12,AN4,2,41,6,78,47,19,NA,55
DF20121107SW,11/7/12,AN4,3,31,8,82,49,18,NA,10
DF20121107SW,11/7/12,AN5,1,27,18,78,56,19,NA,0
DF20121107SW,11/7/12,AN5,2,34,18,64,53,18,NA,0
DF20121107SW,11/7/12,AN5,3,34,17,68,60,18,NA,0
DF20121107SW,11/7/12,P3D,1,2184,1545,89,54,36,NA,500
DF20121107SW,11/7/12,P3D,2,2122,1556,85,46,37,NA,380
DF20121107SW,11/7/12,P3D,3,2263,1545,86,44,37,NA,270
DF20121107SW,11/7/12,P3U,1,2227,1514,86,53,40,NA,265
DF20121107SW,11/7/12,P3U,2,2230,1599,88,48,41,NA,320
DF20121107SW,11/7/12,P3U,3,2211,1561,87,46,40,NA,180
DF20121107SW,11/7/12,P51,1,38,11,81,65,7,NA,1360
DF20121107SW,11/7/12,P51,2,35,9,73,71,5,NA,1100
DF20121107SW,11/7/12,P51,3,7,8,78,63,4,NA,535
DF20121107SW,11/7/12,P53,1,34,14,50,60,10,NA,20
DF20121107SW,11/7/12,P53,2,39,13,82,48,12,NA,40
DF20121107SW,11/7/12,P53,3,47,6,84,48,10,NA,15
DF20121107SW,11/7/12,SC2,1,58,12,18,71,21,NA,305
DF20121107SW,11/7/12,SC2,2,55,13,87,64,23,NA,200
DF20121107SW,11/7/12,SC2,3,46,14,85,63,23,NA,185
DF20121107SW,11/7/12,WR1,1,63,12,89,117,107,NA,1880
DF20121107SW,11/7/12,WR1,2,44,21,69,115,116,NA,1740
DF20121107SW,11/7/12,WR1,3,63,23,138,128,113,NA,1800
DF20121107SW,11/7/12,WR2,1,36,13,79,109,101,NA,1800
DF20121107SW,11/7/12,WR2,2,32,13,83,106,103,NA,2060
DF20121107SW,11/7/12,WR2,3,43,8,89,110,104,NA,2100
DF20121107SW,11/7/12,WT1,1,35,5,85,79,50,NA,180
DF20121107SW,11/7/12,WT1,2,35,12,88,78,52,NA,130
DF20121107SW,11/7/12,WT1,3,32,5,90,78,52,NA,150
DF20121107SW,11/7/12,WT3,1,53,56,145,25,4,NA,70
DF20121107SW,11/7/12,WT3,2,46,48,128,24,4,NA,25
DF20121107SW,11/7/12,WT3,3,46,43,110,22,31,NA,20
DF20121107SW,11/7/12,WT4,1,123,77,23,61,33,NA,70
DF20121107SW,11/7/12,WT4,2,115,133,37,65,39,NA,55
DF20121107SW,11/7/12,WT4,3,112,107,85,64,38,NA,20
DF20121107SW,11/7/12,WT5,1,56,5,47,24,19,NA,60
DF20121107SW,11/7/12,WT5,2,53,13,114,55,23,NA,50
DF20121107SW,11/7/12,WT5,3,56,5,84,49,21,NA,5
DF20121203SW,12/3/12,AN0,1,47,12,11,77,31,NA,165
DF20121203SW,12/3/12,AN0,2,38,13,13,79,31,NA,185
DF20121203SW,12/3/12,AN0,3,42,12,11,72,30,NA,665
DF20121203SW,12/3/12,AN1,1,47,28,13,125,36,NA,70
DF20121203SW,12/3/12,AN1,2,46,21,12,101,34,NA,40
DF20121203SW,12/3/12,AN1,3,48,26,1,135,35,NA,35
DF20121203SW,12/3/12,AN2,1,36,17,1,145,18,NA,320
DF20121203SW,12/3/12,AN2,2,42,14,14,151,18,NA,445
DF20121203SW,12/3/12,AN2,3,44,13,2,159,16,NA,255
DF20121203SW,12/3/12,AN3,1,55,13,13,140,48,NA,5
DF20121203SW,12/3/12,AN3,2,59,14,10,130,56,NA,5
DF20121203SW,12/3/12,AN3,3,80,11,8,102,57,NA,10
DF20121203SW,12/3/12,AN4,1,46,11,14,98,36,NA,50
DF20121203SW,12/3/12,AN4,2,48,15,1,113,38,NA,30
DF20121203SW,12/3/12,AN4,3,45,16,16,108,31,NA,25
DF20121203SW,12/3/12,AN5,1,48,60,10,15,9,NA,5
DF20121203SW,12/3/12,AN5,2,52,13,15,13,8,NA,0
DF20121203SW,12/3/12,AN5,3,45,12,12,16,9,NA,0
DF20121203SW,12/3/12,P3D,1,347,312,15,21,18,NA,820
DF20121203SW,12/3/12,P3D,2,366,339,8,24,16,NA,730
DF20121203SW,12/3/12,P3D,3,362,356,9,25,16,NA,890
DF20121203SW,12/3/12,P3U,1,992,904,10,29,25,NA,675
DF20121203SW,12/3/12,P3U,2,1066,1008,10,22,27,NA,560
DF20121203SW,12/3/12,P3U,3,1167,1049,12,28,29,NA,425
DF20121203SW,12/3/12,P51,1,37,40,38,60,9,NA,350
DF20121203SW,12/3/12,P51,2,37,57,26,81,7,NA,270
DF20121203SW,12/3/12,P51,3,48,21,9,52,7,NA,55
DF20121203SW,12/3/12,P53,1,49,50,11,34,10,NA,15
DF20121203SW,12/3/12,P53,2,51,23,3,35,10,NA,15
DF20121203SW,12/3/12,P53,3,54,21,12,34,10,NA,10
DF20121203SW,12/3/12,SC2,1,92,56,16,60,34,NA,180
DF20121203SW,12/3/12,SC2,2,88,61,2,64,41,NA,150
DF20121203SW,12/3/12,SC2,3,88,42,3,62,43,NA,200
DF20121203SW,12/3/12,WR1,1,556,535,63,104,46,NA,1340
DF20121203SW,12/3/12,WR1,2,556,522,19,127,66,NA,1300
DF20121203SW,12/3/12,WR1,3,557,568,26,116,68,NA,1260
DF20121203SW,12/3/12,WR2,1,601,591,59,80,41,NA,3380
DF20121203SW,12/3/12,WR2,2,602,579,34,99,56,NA,5040
DF20121203SW,12/3/12,WR2,3,587,600,30,100,61,NA,3080
DF20121203SW,12/3/12,WT1,1,45,12,1,32,23,NA,635
DF20121203SW,12/3/12,WT1,2,52,11,9,37,31,NA,625
DF20121203SW,12/3/12,WT1,3,46,13,10,31,34,NA,680
DF20121203SW,12/3/12,WT3,1,61,99,156,28,9,NA,0
DF20121203SW,12/3/12,WT3,2,58,54,144,19,6,NA,5
DF20121203SW,12/3/12,WT3,3,56,39,115,24,6,NA,0
DF20121203SW,12/3/12,WT4,1,61,22,4,27,20,NA,360
DF20121203SW,12/3/12,WT4,2,58,11,11,27,21,NA,305
DF20121203SW,12/3/12,WT4,3,56,17,9,27,21,NA,320
DF20121203SW,12/3/12,WT5,1,60,46,10,47,16,NA,40
DF20121203SW,12/3/12,WT5,2,63,55,51,52,15,NA,35
DF20121203SW,12/3/12,WT5,3,62,41,8,46,14,NA,20
DF20130129SW,1/29/13,AN0,1,178,NA,NA,30,18,NA,150
DF20130129SW,1/29/13,AN0,2,253,NA,NA,28,16,NA,10
DF20130129SW,1/29/13,AN0,3,282,NA,NA,32,17,NA,0
DF20130129SW,1/29/13,AN1,1,132,NA,NA,16,10,NA,0
DF20130129SW,1/29/13,AN1,2,130,NA,NA,14,9,NA,0
DF20130129SW,1/29/13,AN1,3,136,NA,NA,13,10,NA,5
DF20130129SW,1/29/13,AN2,1,138,NA,NA,31,10,NA,5
DF20130129SW,1/29/13,AN2,2,147,NA,NA,15,9,NA,0
DF20130129SW,1/29/13,AN2,3,143,NA,NA,17,9,NA,0
DF20130129SW,1/29/13,AN3,1,42,NA,NA,14,22,NA,5
DF20130129SW,1/29/13,AN3,2,55,NA,NA,31,21,NA,0
DF20130129SW,1/29/13,AN3,3,45,NA,NA,32,19,NA,0
DF20130129SW,1/29/13,AN4,1,143,NA,NA,14,10,NA,10
DF20130129SW,1/29/13,AN4,2,149,NA,NA,13,12,NA,0
DF20130129SW,1/29/13,AN4,3,151,NA,NA,16,11,NA,0
DF20130129SW,1/29/13,AN5,1,42,NA,NA,36,15,NA,55
DF20130129SW,1/29/13,AN5,2,42,NA,NA,22,14,NA,10
DF20130129SW,1/29/13,AN5,3,40,NA,NA,18,11,NA,0
DF20130129SW,1/29/13,P3D,1,2606,NA,NA,24,22,NA,90
DF20130129SW,1/29/13,P3D,2,2935,NA,NA,19,22,NA,190
DF20130129SW,1/29/13,P3D,3,1838,NA,NA,24,22,NA,170
DF20130129SW,1/29/13,P3U,1,3104,NA,NA,19,35,NA,200
DF20130129SW,1/29/13,P3U,2,3843,NA,NA,35,37,NA,160
DF20130129SW,1/29/13,P3U,3,3823,NA,NA,35,35,NA,0
DF20130129SW,1/29/13,P51,1,589,NA,NA,33,13,NA,0
DF20130129SW,1/29/13,P51,2,595,NA,NA,29,12,NA,0
DF20130129SW,1/29/13,P51,3,592,NA,NA,32,17,NA,0
DF20130129SW,1/29/13,P53,1,333,NA,NA,25,8,NA,0
DF20130129SW,1/29/13,P53,2,342,NA,NA,26,9,NA,0
DF20130129SW,1/29/13,P53,3,288,NA,NA,24,10,NA,0
DF20130129SW,1/29/13,SC2,1,606,NA,NA,145,66,NA,0
DF20130129SW,1/29/13,SC2,2,615,NA,NA,146,88,NA,0
DF20130129SW,1/29/13,SC2,3,633,NA,NA,144,85,NA,0
DF20130129SW,1/29/13,WR1,1,79,NA,NA,151,130,NA,55
DF20130129SW,1/29/13,WR1,2,78,NA,NA,160,142,NA,15
DF20130129SW,1/29/13,WR1,3,91,NA,NA,162,144,NA,0
DF20130129SW,1/29/13,WR2,1,52,NA,NA,185,125,NA,195
DF20130129SW,1/29/13,WR2,2,60,NA,NA,184,125,NA,40
DF20130129SW,1/29/13,WR2,3,55,NA,NA,187,119,NA,0
DF20130129SW,1/29/13,WT1,1,340,NA,NA,29,21,NA,160
DF20130129SW,1/29/13,WT1,2,337,NA,NA,29,24,NA,145
DF20130129SW,1/29/13,WT1,3,337,NA,NA,28,23,NA,0
DF20130129SW,1/29/13,WT3,1,150,NA,NA,19,15,NA,0
DF20130129SW,1/29/13,WT3,2,132,NA,NA,19,13,NA,20
DF20130129SW,1/29/13,WT3,3,133,NA,NA,19,13,NA,15
DF20130129SW,1/29/13,WT4,1,369,NA,NA,28,17,NA,155
DF20130129SW,1/29/13,WT4,2,372,NA,NA,29,20,NA,160
DF20130129SW,1/29/13,WT4,3,203,NA,NA,28,18,NA,60
DF20130129SW,1/29/13,WT5,1,283,NA,NA,57,24,NA,15
DF20130129SW,1/29/13,WT5,2,303,NA,NA,51,17,NA,65
DF20130129SW,1/29/13,WT5,3,286,NA,NA,52,18,NA,45
DF20130327SW,3/27/13,AN0,1,1336,294,18,31,25,NA,0
DF20130327SW,3/27/13,AN0,2,1077,286,18,29,28,NA,0
DF20130327SW,3/27/13,AN0,3,1310,291,30,36,27,NA,25
DF20130327SW,3/27/13,AN1,1,1191,42,27,22,18,NA,0
DF20130327SW,3/27/13,AN1,2,1178,36,30,27,18,NA,0
DF20130327SW,3/27/13,AN1,3,1198,24,21,34,22,NA,20
DF20130327SW,3/27/13,AN2,1,1168,64,17,29,28,NA,0
DF20130327SW,3/27/13,AN2,2,1153,54,18,25,21,NA,95
DF20130327SW,3/27/13,AN2,3,1189,69,20,45,22,NA,120
DF20130327SW,3/27/13,AN3,1,946,76,104,31,20,NA,90
DF20130327SW,3/27/13,AN3,2,1145,72,24,40,24,NA,0
DF20130327SW,3/27/13,AN3,3,1323,59,19,41,21,NA,0
DF20130327SW,3/27/13,AN4,1,1184,24,19,30,19,NA,0
DF20130327SW,3/27/13,AN4,2,1216,50,29,24,21,NA,0
DF20130327SW,3/27/13,AN4,3,1161,35,28,22,21,NA,5
DF20130327SW,3/27/13,AN5,1,1154,14,24,40,32,NA,0
DF20130327SW,3/27/13,AN5,2,1146,17,23,22,18,NA,85
DF20130327SW,3/27/13,AN5,3,1130,4,21,21,19,NA,65
DF20130327SW,3/27/13,P3D,1,1991,1330,19,55,55,NA,0
DF20130327SW,3/27/13,P3D,2,1945,1338,37,48,47,NA,15
DF20130327SW,3/27/13,P3D,3,1980,1341,14,56,51,NA,40
DF20130327SW,3/27/13,P3U,1,1993,1428,22,48,49,NA,0
DF20130327SW,3/27/13,P3U,2,1995,1370,17,84,52,NA,10
DF20130327SW,3/27/13,P3U,3,1631,1353,43,53,53,NA,10
DF20130327SW,3/27/13,P51,1,1286,48,67,52,23,NA,0
DF20130327SW,3/27/13,P51,2,1206,46,72,54,12,NA,5
DF20130327SW,3/27/13,P51,3,1229,47,153,52,16,NA,5
DF20130327SW,3/27/13,P53,1,1198,16,54,61,22,NA,5
DF20130327SW,3/27/13,P53,2,1192,18,34,56,29,NA,0
DF20130327SW,3/27/13,P53,3,1228,21,60,60,29,NA,15
DF20130327SW,3/27/13,SC2,1,1258,195,79,92,73,NA,0
DF20130327SW,3/27/13,SC2,2,1300,195,96,61,41,NA,130
DF20130327SW,3/27/13,SC2,3,1254,189,62,65,32,NA,105
DF20130327SW,3/27/13,WR1,1,1676,1318,23,100,83,NA,205
DF20130327SW,3/27/13,WR1,2,1693,1271,22,95,87,NA,160
DF20130327SW,3/27/13,WR1,3,1734,1291,27,106,101,NA,185
DF20130327SW,3/27/13,WR2,1,1667,1167,15,78,60,NA,0
DF20130327SW,3/27/13,WR2,2,1712,1183,11,90,76,NA,120
DF20130327SW,3/27/13,WR2,3,1561,1203,13,81,76,NA,110
DF20130327SW,3/27/13,WT1,1,1195,207,37,124,75,NA,0
DF20130327SW,3/27/13,WT1,2,1169,207,30,120,84,NA,0
DF20130327SW,3/27/13,WT1,3,1187,204,42,164,85,NA,20
DF20130327SW,3/27/13,WT3,1,1117,39,33,35,24,NA,0
DF20130327SW,3/27/13,WT3,2,1164,31,26,39,31,NA,25
DF20130327SW,3/27/13,WT3,3,1175,23,26,34,23,NA,45
DF20130327SW,3/27/13,WT4,1,1205,204,24,81,58,NA,0
DF20130327SW,3/27/13,WT4,2,1196,243,22,81,58,NA,0
DF20130327SW,3/27/13,WT4,3,1225,242,23,74,60,NA,20
DF20130327SW,3/27/13,WT5,1,1288,225,63,74,32,NA,0
DF20130327SW,3/27/13,WT5,2,1299,232,78,68,30,NA,0
DF20130327SW,3/27/13,WT5,3,1270,238,78,77,29,NA,5
DF20130429SW,4/29/13,AN0,1,213,202,3,104,23,NA,720
DF20130429SW,4/29/13,AN0,2,204,213,9,106,25,NA,820
DF20130429SW,4/29/13,AN0,3,206,194,1,116,32,NA,400
DF20130429SW,4/29/13,AN1,1,142,99,11,87,12,NA,160
DF20130429SW,4/29/13,AN1,2,141,83,3,90,17,NA,105
DF20130429SW,4/29/13,AN1,3,138,88,3,94,13,NA,0
DF20130429SW,4/29/13,AN2,1,170,129,4,79,12,NA,660
DF20130429SW,4/29/13,AN2,2,170,104,4,92,12,NA,0
DF20130429SW,4/29/13,AN2,3,169,124,15,93,13,NA,0
DF20130429SW,4/29/13,AN3,1,116,112,5,93,15,NA,25
DF20130429SW,4/29/13,AN3,2,110,83,1,101,12,NA,0
DF20130429SW,4/29/13,AN3,3,114,83,4,85,10,NA,0
DF20130429SW,4/29/13,AN4,1,182,127,4,85,12,NA,0
DF20130429SW,4/29/13,AN4,2,177,127,4,92,11,NA,0
DF20130429SW,4/29/13,AN4,3,188,126,3,84,9,NA,0
DF20130429SW,4/29/13,AN5,1,172,115,6,71,21,NA,500
DF20130429SW,4/29/13,AN5,2,178,107,19,97,17,NA,305
DF20130429SW,4/29/13,AN5,3,177,115,3,97,13,NA,20
DF20130429SW,4/29/13,P3D,1,1387,1282,7,101,35,NA,110
DF20130429SW,4/29/13,P3D,2,1323,1344,5,97,40,NA,0
DF20130429SW,4/29/13,P3D,3,1316,1343,7,95,78,NA,0
DF20130429SW,4/29/13,P3U,1,1606,1522,9,121,62,NA,25
DF20130429SW,4/29/13,P3U,2,1621,1536,9,130,85,NA,45
DF20130429SW,4/29/13,P3U,3,1604,1598,5,132,73,NA,15
DF20130429SW,4/29/13,P51,1,64,16,95,278,8,NA,0
DF20130429SW,4/29/13,P51,2,68,9,72,154,10,NA,0
DF20130429SW,4/29/13,P51,3,69,10,60,225,9,NA,0
DF20130429SW,4/29/13,P53,1,20,11,111,152,2,NA,0
DF20130429SW,4/29/13,P53,2,19,11,156,160,2,NA,0
DF20130429SW,4/29/13,P53,3,19,12,149,143,1,NA,0
DF20130429SW,4/29/13,WR2,1,883,825,3,98,51,NA,10
DF20130429SW,4/29/13,WR2,2,863,861,8,113,43,NA,0
DF20130429SW,4/29/13,WR2,3,724,858,6,95,54,NA,0
DF20130429SW,4/29/13,WT1,1,225,203,6,143,24,NA,355
DF20130429SW,4/29/13,WT1,2,239,210,4,116,26,NA,65
DF20130429SW,4/29/13,WT1,3,229,156,4,103,25,NA,0
DF20130429SW,4/29/13,WT3,1,162,84,6,36,15,NA,230
DF20130429SW,4/29/13,WT3,2,169,102,4,85,9,NA,15
DF20130429SW,4/29/13,WT3,3,168,112,2,82,8,NA,15
DF20130429SW,4/29/13,WT4,1,245,269,6,114,39,NA,680
DF20130429SW,4/29/13,WT4,2,249,274,6,108,26,NA,640
DF20130429SW,4/29/13,WT4,3,249,283,6,86,24,NA,460
DF20130429SW,4/29/13,WT5,1,225,289,5,108,27,NA,0
DF20130429SW,4/29/13,WT5,2,238,351,2,135,40,NA,65
DF20130429SW,4/29/13,WT5,3,232,305,3,147,23,NA,720
DF20130624SW,6/24/13,AN0,1,94,41,21,46,41,NA,185
DF20130624SW,6/24/13,AN0,2,89,58,23,885,36,NA,295
DF20130624SW,6/24/13,AN0,3,87,53,23,102,49,NA,140
DF20130624SW,6/24/13,AN1,1,267,113,23,138,28,NA,65
DF20130624SW,6/24/13,AN1,2,270,99,22,49,27,NA,10
DF20130624SW,6/24/13,AN1,3,273,117,26,37,28,NA,5
DF20130624SW,6/24/13,AN2,1,232,140,3,106,42,NA,500
DF20130624SW,6/24/13,AN2,2,215,123,25,55,36,NA,500
DF20130624SW,6/24/13,AN2,3,219,204,28,38,32,NA,500
DF20130624SW,6/24/13,AN3,1,60,482,33,595,126,NA,95
DF20130624SW,6/24/13,AN3,2,61,616,29,251,133,NA,0
DF20130624SW,6/24/13,AN3,3,78,610,8,210,143,NA,0
DF20130624SW,6/24/13,AN4,1,59,31,27,74,33,NA,500
DF20130624SW,6/24/13,AN4,2,58,137,23,46,29,NA,500
DF20130624SW,6/24/13,AN4,3,59,64,29,654,31,NA,500
DF20130624SW,6/24/13,AN5,1,593,432,23,186,43,NA,215
DF20130624SW,6/24/13,AN5,2,62,481,25,172,40,NA,170
DF20130624SW,6/24/13,AN5,3,57,805,27,188,42,NA,105
DF20130624SW,6/24/13,P3D,1,1512,1459,19,297,45,NA,500
DF20130624SW,6/24/13,P3D,2,1531,1439,20,255,41,NA,500
DF20130624SW,6/24/13,P3D,3,1377,1252,24,216,43,NA,500
DF20130624SW,6/24/13,P3U,1,2190,2133,23,70,56,NA,500
DF20130624SW,6/24/13,P3U,2,2168,2131,41,83,62,NA,500
DF20130624SW,6/24/13,P3U,3,2175,2139,23,79,68,NA,500
DF20130624SW,6/24/13,P51,1,1547,1116,38,495,7,NA,260
DF20130624SW,6/24/13,P51,2,1540,1162,44,283,7,NA,215
DF20130624SW,6/24/13,P51,3,1648,1544,29,166,7,NA,200
DF20130624SW,6/24/13,SC2,1,197,175,18,97,46,NA,500
DF20130624SW,6/24/13,SC2,2,201,154,20,74,52,NA,105
